product_name,current_price,price,percent_discount,rating,link,brand_id,series,genre_name
Apple Watch Ultra LTE 49mm viền Titanium dây Alpine size M,19.990.000₫,23.990.000₫,-16%,11,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-alpine-m,01,Apple Watch Ultra,SmartWatch
Apple Watch Ultra LT 49mm dây cao su,19.490.000₫,23.990.000₫,-18%,12,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-ultra-cao-su,01,Apple Watch Ultra,SmartWatch
Apple Watch S8 GPS 41mm viền nhôm dây silicone,9.290.000₫,11.990.000₫,-22%,34,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-41mm,01,Apple Watch S8,SmartWatch
Apple Watch S8 GPS 45mm viền nhôm dây silicone,10.490.000₫,12.990.000₫,-19%,60,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8,01,Apple Watch S8,SmartWatch
Apple Watch S8 LTE 45mm viền nhôm dây silicone,12.490.000₫,15.990.000₫,-21%,9,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-lte-45mm,01,Apple Watch S8,SmartWatch
Apple Watch S8 LTE 41mm viền nhôm dây silicone,12.290.000₫,14.990.000₫,-18%,6,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-lte-41mm,01,Apple Watch S8,SmartWatch
Apple Watch S8 LTE 45mm viền thép dây silicone,17.990.000₫,21.990.000₫,-18%,5,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-lte-45mm-vien-thep,01,Apple Watch S8,SmartWatch
Apple Watch S8 LTE 45mm viền thép dây thép,18.990.000₫,22.990.000₫,-17%,5,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-lte-45mm-day-thep,01,Apple Watch S8,SmartWatch
Apple Watch S8 LTE 41mm viền thép dây thép,17.990.000₫,21.990.000₫,-18%,5,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-lte-41mm-day-thep,01,Apple Watch S8,SmartWatch
Apple Watch S8 LTE 41mm viền thép dây silicone,16.990.000₫,20.990.000₫,-19%,5,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s8-lte-41mm-vien-thep,01,Apple Watch S8,SmartWatch
Apple Watch SE 2022 40mm viền nhôm dây silicone,6.190.000₫,7.490.000₫,-17%,144,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2022,01,Apple Watch SE 2022,SmartWatch
Apple Watch SE 2022 44mm viền nhôm dây silicone,6.990.000₫,8.490.000₫,-17%,96,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2022-44mm-vien-nhom,01,Apple Watch SE 2022,SmartWatch
Apple Watch SE 2022 LTE 44mm viền nhôm dây silicone,8.290.000₫,9.990.000₫,-17%,7,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2022-lte-44mm,01,Apple Watch SE 2022,SmartWatch
Apple Watch SE 2022 LTE 40mm viền nhôm dây silicone,7.490.000₫,8.990.000₫,-16%,8,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2022-lte-40mm,01,Apple Watch SE 2022,SmartWatch
Apple Watch Series 7 LTE 45mm viền nhôm dây silicone,10.990.000₫,,,23,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s7-lte-45mm,01,Apple Watch S7,SmartWatch
Samsung Galaxy Watch5 40mm dây silicone,4.990.000₫,5.990.000₫,-16%,86,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch5,02,Galaxy Watch5,SmartWatch
Samsung Galaxy Watch5 LTE 40mm dây silicone,5.490.000₫,7.490.000₫,-26%,27,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch-5-lte,02,Galaxy Watch5,SmartWatch
Samsung Galaxy Watch5 44mm dây silicone,5.490.000₫,6.490.000₫,-15%,62,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch5-44mm,02,Galaxy Watch5,SmartWatch
Samsung Galaxy Watch5 LTE 44mm dây silicone,5.990.000₫,7.990.000₫,-25%,34,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch5-lte-44mm,02,Galaxy Watch5,SmartWatch
Samsung Galaxy Watch5 Pro LTE 45mm dây silicone,11.990.000₫,12.990.000₫,-7%,58,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch-5-pro-lte,02,Galaxy Watch5 Pro,SmartWatch
Samsung Galaxy Watch5 Pro 45mm dây silicone,10.990.000₫,11.990.000₫,-8%,42,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch5-pro,02,Galaxy Watch5 Pro,SmartWatch
Samsung Galaxy Watch4 40mm dây silicone,3.690.000₫,3.990.000₫,-7%,126,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch-4-40mm,02,Galaxy Watch4,SmartWatch
Samsung Galaxy Watch4 LTE Classic 46mm dây silicone,4.990.000₫,9.990.000₫,-50%,66,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch-4-lte-classic-46mm,02,Galaxy Watch4 Classic,SmartWatch
BeFit B4 44mm dây silicone,590.000₫,990.000₫,-40%,253,https://www.thegioididong.com/dong-ho-thong-minh/befit-b4-hong,03,B series,SmartWatch
BeFit BeU B3 44mm dây silicone,790.000₫,1.290.000₫,-38%,144,https://www.thegioididong.com/dong-ho-thong-minh/befit-b3-vang,03,B series,SmartWatch
BeFit Sporty 2 44.5mm dây silicone,1.190.000₫,1.690.000₫,-29%,115,https://www.thegioididong.com/dong-ho-thong-minh/befit-sporty-2,03,Sporty,SmartWatch
BeFit Sporty 2 Pro 44.8mm dây da,1.490.000₫,1.990.000₫,-25%,54,https://www.thegioididong.com/dong-ho-thong-minh/befit-sporty-2-pro,03,Sporty,SmartWatch
BeFit Sporty 2 44.5mm dây da,1.290.000₫,1.790.000₫,-27%,27,https://www.thegioididong.com/dong-ho-thong-minh/befit-sporty-2-day-da,03,Sporty,SmartWatch
Xiaomi Redmi Watch 3 42.6mm dây silicone,2.790.000₫,,,197,https://www.thegioididong.com/dong-ho-thong-minh/redmi-watch-3,04,Mi Watch,SmartWatch
Xiaomi Watch S1 46.5mm dây da,3.990.000₫,5.990.000₫,-33%,106,https://www.thegioididong.com/dong-ho-thong-minh/dong-ho-thong-minh-xiaomi-watch-s1,04,Mi Watch,SmartWatch
Xiaomi Redmi Watch 2 Lite 41.2mm dây TPU,990.000₫,1.490.000₫,-33%,194,https://www.thegioididong.com/dong-ho-thong-minh/redmi-watch-2-lite,04,Mi Watch,SmartWatch
Xiaomi Mi Band 7 Pro dây TPU,1.590.000₫,1.890.000₫,-15%,89,https://www.thegioididong.com/dong-ho-thong-minh/mi-band-7-pro,04,Mi Band,SmartWatch
Xiaomi Mi Band 7 dây TPU,890.000₫,1.290.000₫,-31%,138,https://www.thegioididong.com/dong-ho-thong-minh/mi-band-7,04,Mi Band,SmartWatch
Garmin Forerunner 965 47.2mm dây silicone,16.490.000₫,,,7,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-965-day-silicone,05,Forerunner,SmartWatch
Garmin Forerunner 265 Music 46.1mm dây silicone,11.690.000₫,,,10,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-265-music-day-silicone,05,Forerunner,SmartWatch
Garmin Forerunner 55 42mm dây silicone,5.290.000₫,,,28,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-55-day-silicone-den,05,Forerunner,SmartWatch
Garmin Forerunner 255 45.6mm dây silicone,7.640.000₫,8.990.000₫,-15%,19,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-255-day-silicone,05,Forerunner,SmartWatch
Garmin Forerunner 955 46.5mm dây silicone,10.780.000₫,12.690.000₫,-15%,10,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-955-day-silicone,05,Forerunner,SmartWatch
Garmin Forerunner 955 Solar 46.5mm dây silicone,12.990.000₫,15.290.000₫,-15%,5,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-955-solar-day-silicone,05,Forerunner,SmartWatch
Garmin Forerunner 255 Music 45.6mm dây silicone,8.740.000₫,10.290.000₫,-15%,4,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-255-music-day-silicone,05,Forerunner,SmartWatch
Garmin Venu SQ 2 Music 40.6mm dây silicone,7.690.000₫,,,8,https://www.thegioididong.com/dong-ho-thong-minh/garmin-venu-sq-2-music,05,Venu,SmartWatch
Garmin Venu SQ 2 40.6mm dây silicone,6.490.000₫,,,11,https://www.thegioididong.com/dong-ho-thong-minh/garmin-venu-sq-2-day-silicone,05,Venu,SmartWatch
Garmin Fenix 7 Sapphire 47mm dây silicone,22.490.000₫,,,3,https://www.thegioididong.com/dong-ho-thong-minh/garmin-fenix-7-sapphire-47mm-den,05,Fenix,SmartWatch
Garmin Fenix 7X Solar Titanium 51mm dây silicone,23.990.000₫,,,3,https://www.thegioididong.com/dong-ho-thong-minh/dong-ho-thong-minh-garmin-fenix-7x-solar-titanium,05,Fenix,SmartWatch
Garmin Fenix 7 47mm dây silicone,17.490.000₫,,,,https://www.thegioididong.com/dong-ho-thong-minh/garmin-fenix-7,05,Fenix,SmartWatch
Garmin Vivosmart 5 dây silicone,3.690.000₫,,,8,https://www.thegioididong.com/dong-ho-thong-minh/vong-deo-tay-thong-minh-garmin-vivosmart-5,05,Vivosmart,SmartWatch
Garmin Epix Gen 2 Titanium 47mm dây silicone,24.990.000₫,,,3,https://www.thegioididong.com/dong-ho-thong-minh/dong-ho-thong-minh-garmin-epix-gen-2-titanium,05,Epix,SmartWatch
Garmin Lily 34.5mm dây silicone,4.990.000₫,,,6,https://www.thegioididong.com/dong-ho-thong-minh/garmin-lily-day-silicone-vang,05,Lily,SmartWatch
Garmin Instinct 2 45mm dây silicone,9.990.000₫,,,3,https://www.thegioididong.com/dong-ho-thong-minh/dong-ho-thong-minh-garmin-instinct-2,05,Instinct,SmartWatch
Garmin Approach S62 47mm dây silicone,12.990.000₫,,,3,https://www.thegioididong.com/dong-ho-thong-minh/garmin-approach-s62-day-silicon,05,Approach,SmartWatch
Amazfit GTS 4 42.7mm,4.290.000₫,4.990.000₫,-14%,34,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gts-4-day-silicone,06,GTS,SmartWatch
Amazfit GTS 4 mini 41.8mm dây silicone,2.390.000₫,2.590.000₫,-7%,135,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gts-4-mini,06,GTS,SmartWatch
Amazfit GTS 2 mini 40.5mm dây silicone,1.590.000₫,1.990.000₫,-20%,46,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gts-2-mini-new,06,GTS,SmartWatch
Amazfit T-Rex Ultra 47.3mm dây silicone,11.490.000₫,12.490.000₫,-8%,4,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-t-rex-ultra,06,T-rex,SmartWatch
Amazfit T-Rex 2 47.1mm dây silicone,4.490.000₫,4.990.000₫,-10%,70,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-t-rex-2,06,T-rex,SmartWatch
Amazfit GTR mini 42.8mm dây silicone,3.190.000₫,3.490.000₫,-8%,12,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gtr-mini,06,GTR,SmartWatch
Amazfit GTR 4 46mm,4.290.000₫,4.990.000₫,-14%,51,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-gtr-4-silicone,06,GTR,SmartWatch
Amazfit Bip 3 Pro 44.12mm dây silicone,990.000₫,1.390.000₫,-28%,45,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-bip-3-pro,06,Amazfit Bip,SmartWatch
Amazfit Bip 3 44.12mm dây silicone,890.000₫,1.190.000₫,-25%,80,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-bip-3,06,Amazfit Bip,SmartWatch
Kidcare S88 43.4mm dây silicone,2.320.000₫,2.690.000₫,-13%,51,https://www.thegioididong.com/dong-ho-thong-minh/kidcare-s88-den,07,,SmartWatch
Kidcare S8 43.4mm dây silicone,2.140.000₫,2.490.000₫,-14%,79,https://www.thegioididong.com/dong-ho-thong-minh/kidcare-s8-den,07,,SmartWatch
Kidcare S6 41.5mm dây silicone,1.740.000₫,1.990.000₫,-12%,158,https://www.thegioididong.com/dong-ho-thong-minh/kidcare-s6-xanh,07,,SmartWatch
Oppo Band 2 dây silicone,1.940.000₫,1.990.000₫,,40,https://www.thegioididong.com/dong-ho-thong-minh/oppo-band-2,08,,SmartWatch
realme Band 2 dây TPU,590.000₫,990.000₫,-40%,92,https://www.thegioididong.com/dong-ho-thong-minh/realme-band-2,11,,SmartWatch
realme Watch 3 45mm dây silicone,1.590.000₫,1.990.000₫,-20%,97,https://www.thegioididong.com/dong-ho-thong-minh/realme-watch-3-day-silicone,11,,SmartWatch
Honor Watch GS3 45.9mm dây da,3.190.000₫,5.990.000₫,-46%,39,https://www.thegioididong.com/dong-ho-thong-minh/honor-watch-gs-3-day-da-bac,12,,SmartWatch
Honor Watch GS3 45.9mm dây da,3.190.000₫,5.990.000₫,-46%,27,https://www.thegioididong.com/dong-ho-thong-minh/honor-watch-gs-3-day-da-vang,12,,SmartWatch
Honor Watch GS3 45.9mm dây cao su,2.690.000₫,5.490.000₫,-51%,56,https://www.thegioididong.com/dong-ho-thong-minh/honor-watch-gs-3-day-cao-su,12,,SmartWatch
HAYLOU GST 45.1mm dây silicone,690.000₫,1.390.000₫,-50%,78,https://www.thegioididong.com/dong-ho-thong-minh/haylou-gst-den,13,,SmartWatch
HAYLOU RT2 45.7mm dây silicone,690.000₫,1.790.000₫,-61%,101,https://www.thegioididong.com/dong-ho-thong-minh/haylou-rt-2-den,13,,SmartWatch
HAYLOU GS 44.4mm dây silicone,490.000₫,1.390.000₫,-64%,78,https://www.thegioididong.com/dong-ho-thong-minh/haylou-gs-den,13,,SmartWatch
Masstel Smart Hero 20 58.2 mm dây silicone,1.790.000₫,1.990.000₫,-10%,20,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-20,14,Smart Hero,SmartWatch
Masstel Smart Hero 10 dây silicone,1.520.000₫,1.690.000₫,-10%,71,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-10,14,Smart Hero,SmartWatch
Masstel Smart Hero 5,Hàng sắp về,,,,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-5,14,Smart Hero,SmartWatch
Suunto 7 50mm dây silicone,5.800.000₫,14.500.000₫,-60%,3,https://www.thegioididong.com/dong-ho-thong-minh/suunto-7-day-silicon-den,15,,SmartWatch
